,ACC,F1,FDR,FN,FNR,FP,FPR,G,MCC,MODEL,NGENES,NGENES_AFFECTED,NMARKERS,NMARKERS_CAUSAL,NPV,NSAMPLES,PPV,REP,RSS,SIZE,TN,TNR,TP,TPR,TRANS
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,1,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,1,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,1,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,10,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,10,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,10,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,2,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,2,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,2,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,3,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,3,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,3,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,4,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,4,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,4,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,5,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,5,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,5,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,6,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,6,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,6,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,7,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,7,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,1,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,1,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,1,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,10,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,10,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,10,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,2,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,2,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,2,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,3,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,3,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,3,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,4,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,4,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,4,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,5,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,5,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,5,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,6,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,6,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,6,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,7,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,7,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,2,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,2,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,2,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,2,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,2,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,9,,2,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,1,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,1,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,1,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,10,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,10,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,10,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,2,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,2,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,2,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,3,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,3,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,3,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,4,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,4,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,4,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,5,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,5,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,5,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,6,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,6,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,6,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,7,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,7,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,3,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,3,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,3,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,3,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,3,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,9,,3,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,1,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,1,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,1,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,10,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,10,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,10,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,2,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,2,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,2,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,3,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,3,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,3,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,4,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,4,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,4,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,5,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,5,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,5,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,6,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,6,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,6,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,7,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,7,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,9,,5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,1,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,1,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,1,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,1,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,1,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,1,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,10,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,10,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,10,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,10,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,10,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,10,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,2,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,2,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,2,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,2,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,2,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,2,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,3,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,3,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,3,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,3,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,3,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,3,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,4,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,4,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,4,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,4,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,4,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,4,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,5,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,5,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,5,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,5,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,5,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,5,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,6,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,6,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,6,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,6,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,6,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,6,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,7,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,7,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,7,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,7,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,7,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,7,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,8,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,8,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,8,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,8,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,8,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,8,,1.5,0,,0,,none
1,,,,0,,0,,,,Binomial,1000,16,100,1,,1000,,9,,1.5,0,,0,,none
1,,,,0,,0,,,,NBinomial,1000,16,100,1,,1000,,9,,1.5,0,,0,,none
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,9,,1.5,0,,0,,blom
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,9,,1.5,0,,0,,boxcox
1,,,,0,,0,,,,Normal,1000,16,100,1,,1000,,9,,1.5,0,,0,,log
1,,,,0,,0,,,,Poisson,1000,16,100,1,,1000,,9,,1.5,0,,0,,none
